search_engine_keyword,session_entry_url,search_engine_impressions,search_engine_clicks,search_engine_ctr,search_engine_average_position
reisdocumenten griekenland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,34,11,0.3235294117647059,5.0
coronabesmetting griekenland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,34,9,0.2647058823529412,6.764705882352941
vertegenwoordiger in het buitenland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/organisatie/organogram/vertegenwoordiging-in-het-buitenland,34,2,0.058823529411764705,9.382352941176471
kaart duitsland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,34,11,0.3235294117647059,5.794117647058823
nederlandse ministerie van buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact,34,13,0.38235294117647056,1.2058823529411764
naar berlijn corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,34,12,0.35294117647058826,4.029411764705882
reisadvies naar duitsland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,34,1,0.029411764705882353,9.235294117647058
grenzen open,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,34,1,0.029411764705882353,4.382352941176471
weer zomer 2020,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,34,1,0.029411764705882353,3.9705882352941178
naar duitsland coronaregels,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,34,3,0.08823529411764706,6.411764705882353
is duitsland veilig,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,34,4,0.11764705882352941,5.617647058823529
wel of niet naar frankrijk op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,34,8,0.23529411764705882,7.0
naar duitsland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,34,1,0.029411764705882353,9.911764705882353
spanje corona catalonie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,34,6,0.17647058823529413,1.0
coronahaarden nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,34,3,0.08823529411764706,2.5
mondkapjes duitsland hotel,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,34,22,0.6470588235294118,1.6176470588235294
telefoon buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact,34,23,0.6764705882352942,1.3235294117647058
vakantie in italie 2020 corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,34,7,0.20588235294117646,8.529411764705882
zweden besmettingen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,34,10,0.29411764705882354,1.8529411764705883
waarom zweden oranje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,34,20,0.5882352941176471,1.6470588235294117
vliegen spanje corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,34,7,0.20588235294117646,4.705882352941177
spanje oranje corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,34,7,0.20588235294117646,3.9411764705882355
italie nederland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,34,3,0.08823529411764706,5.764705882352941
italië vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,34,4,0.11764705882352941,10.441176470588236
corona in griekenland nu,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,34,6,0.17647058823529413,8.352941176470589
is spanje een oranje land,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,33,2,0.06060606060606061,5.818181818181818
ministerie buza,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/onderwerpen,33,10,0.30303030303030304,5.2727272727272725
ministerie buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,33,1,0.030303030303030304,5.484848484848484
ministerie van buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/evenementen/dubai-expo-2020,33,2,0.06060606060606061,4.090909090909091
vakantie in spanje 2020 corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,33,5,0.15151515151515152,5.0
rivm griekse eilanden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,33,3,0.09090909090909091,4.818181818181818
corona gebieden in spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,33,9,0.2727272727272727,4.212121212121212
omtzigt,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/agenda/2020/01/23/werkbezoek-armenie,33,0,0.0,5.424242424242424
minister buitenlandse zaken nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/nieuws,33,1,0.030303030303030304,4.303030303030303
nummer buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact/contactformulieren/vragen-over-reisadviezen,33,20,0.6060606060606061,2.242424242424242
ministerie buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact/contactformulieren/vragen-over-reisadviezen,33,7,0.21212121212121213,1.7575757575757576
verenigde naties,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/simon-smits,33,1,0.030303030303030304,7.03030303030303
op vakantie naar spanje corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,33,11,0.3333333333333333,5.393939393939394
maatregelen corona spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,33,4,0.12121212121212122,7.666666666666667
loret de mar corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,33,16,0.48484848484848486,3.3333333333333335
buitenlandse zaken corona reizen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,33,1,0.030303030303030304,5.848484848484849
sardinie corona vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,33,10,0.30303030303030304,3.393939393939394
rijksoverheid.nl,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,33,1,0.030303030303030304,2.0
buitenlandse zaken frankrijk,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,33,5,0.15151515151515152,8.333333333333334
veilig op vakantie naar spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,33,12,0.36363636363636365,2.5454545454545454
wel of niet op vakantie naar griekenland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,33,15,0.45454545454545453,3.212121212121212
ministerie buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-verhaal-van-bz,33,1,0.030303030303030304,4.787878787878788
catalonië corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,33,4,0.12121212121212122,14.151515151515152
coronakaart duitsland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,33,7,0.21212121212121213,8.393939393939394
op vakantie in duitsland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,33,9,0.2727272727272727,4.9393939393939394
vrede en veiligheid,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/simon-smits,33,11,0.3333333333333333,2.0
directie integratie europa,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/organisatie/organogram/directeur-generaal-europese-samenwerking,33,24,0.7272727272727273,1.0
wel of niet naar spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,33,3,0.09090909090909091,3.0
oorzaak explosie beirut,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/hester-somsen,33,5,0.15151515151515152,1.8181818181818181
spanje reizen corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,33,12,0.36363636363636365,5.333333333333333
mondmaskers catalonie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,6,0.1875,2.59375
corona maatregelen kos,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,32,8,0.25,4.5
duitse regels corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,32,5,0.15625,6.5625
zweden naar nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,32,10,0.3125,4.5625
kan ik naar spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,7,0.21875,3.46875
wereld expo 2020,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/evenementen/dubai-expo-2020,32,16,0.5,1.4375
lloret de mar en corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,9,0.28125,4.0625
roel nieuwenkamp,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/roel-nieuwenkamp,32,16,0.5,2.65625
mag je nog naar duitsland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,32,2,0.0625,4.1875
negatief reisadvies ministerie van buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact/contactformulieren/vragen-over-reisadviezen,32,2,0.0625,6.40625
verstandig om naar spanje te gaan,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,14,0.4375,3.125
corona griekenland eilanden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,32,12,0.375,4.46875
zomervakantie corona frankrijk,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,32,7,0.21875,4.125
oranje gebieden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,2,0.0625,4.21875
kan ik nog op vakantie naar spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,5,0.15625,3.84375
wegrestaurant duitsland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,32,17,0.53125,3.34375
corona in spanje toerisme,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,14,0.4375,3.625
reisadvies europa corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,1,0.03125,6.0625
mondkapjes verplicht italie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,32,13,0.40625,3.125
spanje corona regels,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,6,0.1875,6.09375
corona uitbraak,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,32,3,0.09375,2.03125
reisadvies rivm spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,32,8,0.25,5.03125
regels corona berlijn,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,32,20,0.625,1.46875
uiteten duitsland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,32,12,0.375,3.25
rivm reisadvies zweden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,32,7,0.21875,5.125
moet je in duitsland een mondkapje op,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,32,3,0.09375,9.8125
marbella vakantie corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,32,4,0.125,5.96875
kaart corona duitsland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,32,8,0.25,4.125
advies vakantie italie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,32,10,0.3125,4.96875
spanje op slot voor toeristen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,31,3,0.0967741935483871,7.096774193548387
reizen van zweden naar nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,31,13,0.41935483870967744,6.258064516129032
vakantie italië auto corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,31,8,0.25806451612903225,5.32258064516129
musea berlijn corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,31,16,0.5161290322580645,2.4193548387096775
kleur griekenland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,31,6,0.1935483870967742,4.645161290322581
reis advies zweden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,31,5,0.16129032258064516,4.903225806451613
samos corona 2020,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,31,13,0.41935483870967744,4.129032258064516
kun je naar frankrijk op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,31,11,0.3548387096774194,3.7419354838709675
covid spanje nieuws,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,31,10,0.3225806451612903,4.741935483870968
oranje gebieden spanje corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,31,5,0.16129032258064516,6.774193548387097
corona app verplicht,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,31,1,0.03225806451612903,5.483870967741935
+31 247 247 247,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact/contactformulieren/vragen-over-reisadviezen,31,12,0.3870967741935484,2.6451612903225805
min buza,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/agenda,31,0,0.0,3.903225806451613
diplomatie nederland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/documenten,31,4,0.12903225806451613,3.4193548387096775
agenda stef blok,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/agenda,31,22,0.7096774193548387,1.903225806451613
griekenland samos corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,31,11,0.3548387096774194,3.3870967741935485
reizen door spanje met de auto corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,31,8,0.25806451612903225,5.645161290322581
kun je naar duitsland op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,31,10,0.3225806451612903,3.225806451612903
situatie italie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,31,5,0.16129032258064516,8.935483870967742
corona in colombia,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/marwan-en-kasper-colombia,31,4,0.12903225806451613,6.354838709677419
sardinië corona maatregelen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,31,9,0.2903225806451613,2.0
mag je als nederlander duitsland in,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,31,2,0.06451612903225806,4.870967741935484
corona in spanje update,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/jan-versteeg,31,2,0.06451612903225806,11.451612903225806
ministerie buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/liesbeth-rasker,31,0,0.0,8.032258064516128
expo dubai,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/evenementen/dubai-expo-2020/vragen-en-antwoorden-over-de-dubai-expo-2020,31,6,0.1935483870967742,6.258064516129032
joanne doornewaard,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/weblogoverzicht/2020/ambassadeur-joanne-doornewaard,31,4,0.12903225806451613,7.129032258064516
rivm kaart spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,31,5,0.16129032258064516,2.967741935483871
rome.corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,31,8,0.25806451612903225,4.129032258064516
griekenland toerisme corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,31,8,0.25806451612903225,6.870967741935484
app vakantie corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,30,7,0.23333333333333334,2.1
rivm corona maatregelen,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,30,3,0.1,6.066666666666666
duitse maatregelen corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,30,4,0.13333333333333333,5.766666666666667
west wing buza,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/evenementen/the-west-wing,30,18,0.6,1.2
kun je naar italie op vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,30,10,0.3333333333333333,5.433333333333334
ambasadeur,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact/in-gesprek-met-buitenlandse-zaken/in-gesprek-met-een-ambassadeur,30,0,0.0,9.366666666666667
restaurants in duitsland corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,30,3,0.1,3.1
corona rijksoverheid,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/hier-moet-je-zijn-nederland-vakantieland-%E2%80%93-in-coronatijd,30,1,0.03333333333333333,3.8
frankrijk reizen corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,30,6,0.2,5.933333333333334
diplomatie raakt,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/podcast-diplomatie-raakt,30,28,0.9333333333333333,1.2333333333333334
covid-19 spanje,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/corona-opleving-in-spanje-tips-voor-vakantiegangers,30,3,0.1,8.9
app corona vakantie,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,30,6,0.2,1.9666666666666666
besmettingen corona zweden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/ines-coppoolse,30,7,0.23333333333333334,7.233333333333333
nieuwe coronaregels duitsland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,30,7,0.23333333333333334,2.7
naar duitsland op vakantie corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,30,8,0.26666666666666666,4.5
autovakantie italie corona,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/joost-flamand,30,11,0.36666666666666664,4.766666666666667
besmetting corona griekse eilanden,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,30,10,0.3333333333333333,4.9
nederlands ministerie van buitenlandse zaken,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/contact,30,14,0.4666666666666667,1.8666666666666667
welke kleur heeft griekenland,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/stella-ronner,30,5,0.16666666666666666,3.3666666666666667
regels duitsland mondkapjes,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/wepke-kingma,30,25,0.8333333333333334,1.1666666666666667
corona besmettingen frankrijk,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,30,5,0.16666666666666666,10.8
corona frankrijk lockdown,https://www.rijksoverheid.nl/ministeries/ministerie-van-buitenlandse-zaken/het-werk-van-bz-in-de-praktijk/weblogs/2020/dirk-jan-nieuwenhuis,30,8,0.26666666666666666,2.7
